exchange,stockCode,stockSymbol,companyName
NSE,13421,EMKAY,Emkay Global Financial Services
NSE,10253,EMKAYTOOLS,Emkay Tap & Cut. Tool
NSE,18142,EMMBI,Emmbi Industries
NSE,9756,EMUDHRA,eMudhra
NSE,18822,ENDURANCE,Endurance Technologies
NSE,15049,ENERGYDEV,Energy Development Company
NSE,4907,ENGINERSIN,Engineers India
NSE,13192,ENIL,Entertainment Network India
NSE,913,EQUITASBNK,Equitas Small Finance Bank
NSE,21154,ERIS,Eris Lifesciences
NSE,20080,EROSMEDIA,Eros International Media
NSE,955,ESABINDIA,ESAB India
NSE,958,ESCORTS,Escorts Kubota
NSE,25638,ESSARSHPNG,Essar Shipping
NSE,981,EPL,Essel Propack
NSE,17084,ESFL,Essen Specialty Films
NSE,24265,ESTER,Ester Industries
NSE,9750,ETHOSLTD,Ethos
NSE,6040,EIFFL,EURO (I) FRESH FOODS LTD
NSE,7331,EUROBOND,EURO PANEL PRODUCTS LTD
NSE,8886,EUROTEXIND,Eurotex Industries and Exports
NSE,11782,EVEREADY,Eveready Industries India
NSE,993,EVERESTIND,Everest Industries
NSE,13091,EKC,Everest Kanto Cylinder
NSE,11471,EXCELINDUS,Excel Industries
NSE,17380,EXCEL,Excel Realty N Infra
NSE,676,EXIDEIND,Exide Industries
NSE,17486,EXPLEOSOL,Expleo Solutions
NSE,5352,EXXARO,EXXARO TILES LIMITED
NSE,1614,FAIRCHEMOR,Fairchem Organics
NSE,4898,FDC,Fairdeal Corporation
NSE,12000,FAZE3Q,Faze Three
NSE,11999,FCSSOFT,FCS Software Solutions
NSE,1023,FEDERALBNK,Federal Bank
NSE,1190,FMGOETZE,Federal Mogul Goetze
NSE,573,FELIX,FELIX INDUSTRIES LTD.
NSE,1008,FACT,Fertilisers & Chemical Travancore
NSE,8159,FIBERWEB,Fiberweb India
NSE,9858,FIDEL,Fidel Softech
NSE,13710,FIEMIND,Fiem Industries
NSE,24532,FILATEX,Filatex India
NSE,3744,FINEORG,Fine Organic Industries
NSE,6198,FCL,Fineotex Chemical
NSE,6579,FINOPB,Fino Payments Bank
NSE,1038,FINCABLES,Finolex Cables
NSE,1041,FINPIPE,Finolex Industries
NSE,14304,FSL,Firstsource Solutions
NSE,12032,FIVESTAR,Five Star Business Finance
NSE,25512,FLEXITUFF,Flexituff Ventures
NSE,7385,FOCE,FOCE INDIA LIMITED
NSE,6836,FOCUS,FOCUS LIGHTG & FIXTRS LTD
NSE,6673,FOODSIN,Foods & Inns
NSE,11573,FORCEMOT,Force Motors
NSE,14592,FORTIS,Fortis Healthcare
NSE,1073,FOSECOIND,Foseco India
NSE,10866,GVPTECH,Fourth Dimension Solutions
NSE,11501,FROG,Frog Cellsat
NSE,11932,FUSION,Fusion Micro Finance
NSE,30041,FCONSUMER,Future Consumer
NSE,21017,FMNL,Future Market Networks
NSE,14628,FSC,FUTURE SUPP CHAIN SOL LTD
NSE,5054,GRINFRA,G R INFRAPROJECTS LIMITED
NSE,12842,G1NSETEST,G1NSETEST
NSE,1085,GABRIEL,Gabriel India
NSE,4717,GAIL,GAIL
NSE,1315,GALAXYSURF,Galaxy Surfactants
NSE,13337,GALLANTT,Gallantt Ispat
NSE,14116,GANDHITUBE,Gandhi Special Tubes
NSE,5614,GANESHBE,Ganesh Benzoplast
NSE,14339,GANESHHOUC,Ganesh Housing Corporation
NSE,6944,GANECOS,Ganesha Ecosphere
NSE,4959,GANGAFORGE,Ganga Forging
NSE,21399,GANGESSECU,Ganges Securities
NSE,5475,GRSE,Garden Reach Shipbuilders
NSE,7982,GRWRHITECH,Garware Hi-Tech Films
NSE,1100,GARFIBRES,Garware Technical Fibres
NSE,8510,GATEWAY,GATEWAY
NSE,13688,GATI,GATI
NSE,3699,GAYAHWS,Gayatri Highways
NSE,14052,GRCL,Gayatri Rubbers and Chemicals
NSE,7862,GEPIL,GE Power India
NSE,16787,GET&D,GE T&D India
NSE,13658,GEECEE,GeeCee Ventures
NSE,17924,GEEKAYWIRE,Geekay Wires
NSE,277,GICRE,General Insurance Corporation of India
NSE,2191,GENCON,Generic Engineering Construction
NSE,10905,GENESYS,Genesys International Corp
NSE,17010,GENSOL,Gensol Engineering
NSE,6600,GENUSPAPER,Genus Paper & Boards
NSE,11905,GENUSPOWER,Genus Power Infrastructures
NSE,11896,GEOJITFSL,Geojit Financial Services
NSE,16696,GHCLTEXTIL,GHCL Textiles
NSE,17000,GISOLUTION,GI ENGINEERING SOLNS LTD
NSE,1139,GICHSGFIN,GIC Housing Finance
NSE,17839,GILLANDERS,Gillanders Arbuthnot
NSE,1576,GILLETTE,Gillette India
NSE,9294,GINNIFILA,Ginni Filaments
NSE,9935,GIRRESORTS,GIR Resorts
NSE,2365,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD
NSE,17360,GKWLIMITED,GKW
NSE,1186,GLAND,Gland Pharma
NSE,1153,GLAXO,GlaxoSmithKline Pharmaceuticals
NSE,5265,GLS,Glenmark Life Sciences
NSE,7406,GLENMARK,Glenmark Pharmaceuticals
NSE,1417,GLOBAL,Global Education
NSE,11956,MEDANTA,Global Health
NSE,17167,GLOBALPET,Global Pet Industries
NSE,14599,GSLSU,Global Surfaces
NSE,13739,GLOBALVECT,Global Vectra Helicorp
NSE,18815,GICL,Globe Intl Carriers
NSE,400,GLOBE,Globe Textiles
NSE,9764,GSTL,Globesecure Technologies
NSE,17424,GLOBUSSPR,Globus Spirits
NSE,1168,GMBREW,GM Breweries
NSE,1570,GMMPFAUDLR,GMM Pfaudler
NSE,13528,GMRINFRA,GMR Airports Infrastructure
NSE,8529,GMRP&UI,GMR Power & Urban Infra
NSE,18571,GNA,GNA Axles
NSE,6964,GOCOLORS,Go Colors
NSE,14687,GOACARBON,Goa Carbon
NSE,13409,GPIL,Godawari Power & ISPAT
NSE,1181,GODFRYPHLP,Godfrey Phillips India
NSE,1610,GODHA,Godha Cabcon & Insulation
NSE,144,GODREJAGRO,Godrej Agrovet
NSE,10099,GODREJCP,Godrej Consumer Products
NSE,10925,GODREJIND,Godrej Industries
NSE,17875,GODREJPROP,Godrej Properties
NSE,5010,GOENKA,Goenka Diamond & Jewels
NSE,11778,GOKEX,Gokaldas Exports
NSE,14480,GOKULAGRO,Gokul Agro Resources
NSE,16705,GOKUL,Gokul Refoils and Solvent
NSE,11619,GOLDENTOBC,GOLDEN TOBACCO LIMITED
NSE,11971,GOLDIAM,Goldiam International
NSE,1,GOLDSTAR,Goldstar Power
NSE,9878,GOLDTECH,Goldstone Technologies
NSE,6125,GOODLUCK,Goodluck India
NSE,1205,GOODYEAR,Goodyear India
NSE,11789,GOYALALUM,Goyal Aluminiums
NSE,11581,GULFPETRO,GP Petroleums
NSE,17689,GPTINFRA,GPT Infraprojects
NSE,11872,GRANULES,Granules India
NSE,592,GRAPHITE,Graphite India
NSE,1232,GRASIM,Grasim Industries
NSE,5200,GRAUWEIL,Grauer & Weil
NSE,20534,GRAVITA,Gravita India
NSE,13776,GESHIP,Great Eastern Shipping Company
NSE,1235,GREAVESCOT,Greaves Cotton
NSE,17092,GREENCHEF,Greenchef Appliances
NSE,6848,GREENLAM,Greenlam Industries
NSE,13810,GREENPANEL,Greenpanel Industries
NSE,3987,GREENPLY,Greenply Industries
NSE,18741,GRETEX,Gretex Industries
NSE,13560,GRINDWELL,Grindwell Norton
NSE,10871,GRMOVER,GRM Overseas
NSE,17770,GROBTEA,Grob Tea Company
NSE,15347,GSS,GSS Infotech
NSE,1162,GTL,GTL
NSE,13745,GTLINFRA,GTL Infrastructure
NSE,21195,GTPL,GTPL Hathway
NSE,11606,GUFICBIO,Gufic BioSciences
NSE,1267,GUJALKALI,Gujarat Alkalies & Chemicals
NSE,8828,GAEL,Gujarat Ambuja Exports
NSE,14677,GUJAPOLLO,Gujarat Apollo Industries
NSE,13750,FLUOROCHEM,Gujarat Fluorochemicals
NSE,1289,GFLLIMITED,Gujarat Fluorochemicals
NSE,10599,GUJGASLTD,Gujarat Gas
NSE,1127,GHCL,Gujarat Heavy Chemicals
NSE,1145,GIPCL,Gujarat Industries Power Company
NSE,1156,GLFL,Gujarat Lease Financing
NSE,5204,GMDCLTD,Gujarat Mineral Development Corporation
NSE,1174,GNFC,Gujarat Narmada Valley Fertilizers & Che
NSE,19731,GPPL,Gujarat Pipavav Port
NSE,10097,GUJRAFFIA,Gujarat Raffia Industries
NSE,6549,GRPLTD,Gujarat Rubber Products
NSE,1247,GSFC,Gujarat State Fertilizers & Chemicals
NSE,13197,GSPL,Gujarat State Petronet
NSE,3963,GOCLCORP,GULF Oil Corporation
NSE,4391,GULFOILLUB,Gulf Oil Lubricants India
NSE,6286,GULPOLY,Gulshan Polyols
NSE,13226,GVKPIL,GVK POW. & INFRA LTD.
NSE,20296,SHAH,Gyscoal Alloys
NSE,48,HAPPSTMNDS,Happiest Minds Technologies
NSE,8962,HARDWYN,Hardwyn India
NSE,8968,HARIOMPIPE,Hariom Pipe Industries
NSE,1313,HARRMALAYA,Harrison Malayalam
NSE,11162,HARSHA,Harsha Engineers
NSE,18154,HATHWAY,Hathway Cable & Datacom
NSE,3892,HATSUN,Hatsun Agro Product
NSE,9819,HAVELLS,Havells India
NSE,4116,HBSL,HB Stockholdings
NSE,13966,HBLPOWER,HBL Power Systems
NSE,1327,HCL-INSYS,HCL Infosystems
NSE,7229,HCLTECH,HCL Technologies
NSE,4244,HDFCAMC,HDFC AMC
NSE,1333,HDFCBANK,HDFC Bank
NSE,17320,HDFCBANK,HDFC BANK LIMITED
NSE,467,HDFCLIFE,HDFC Life Insurance
NSE,19205,HEADSUP,Heads UP Ventures
NSE,15555,HCG,Healthcare Global Enterprises
NSE,7425,HECPROJECT,HEC INFRA PROJECTS LTD
NSE,1336,HEG,HEG
NSE,2316,HEIDELBERG,Heidelberg Cement
NSE,701,HEMIPROP,Hemisphere Properties India
NSE,2614,HERANBA,Heranba Industries
NSE,15288,HERCULES,Hercules Hoists
NSE,4598,HERITGFOOD,Heritage Foods
NSE,1348,HEROMOTOCO,Hero Motocorp
NSE,7048,HESTERBIO,Hester Biosciences
NSE,715,HEUBACHIND,Heubach Colorants India
NSE,27008,HEXATRADEX,Hexa Tradex
NSE,1672,HGINFRA,HG Infra Engineering
NSE,4433,HITECHGEAR,Hi-Tech Gears
NSE,2868,HITECH,Hi-Tech Pipes
NSE,9668,HIKAL,Hikal
NSE,14631,HILTON,Hilton Metal Forging
NSE,21951,HFCL,Himachal Futuristic Communications
NSE,14334,HSCL,Himadri Speciality Chemical
NSE,1360,HIMATSEIDE,Himatsingka Seide
NSE,17050,HINDNATGLS,HIND NATL GLASS & IND LTD
NSE,13894,HIRECT,Hind Rectifiers
NSE,1363,HINDALCO,Hindalco Industries
NSE,4920,HINDCON,Hindcon Chemicals
NSE,11796,HPIL,Hindprakash Industries
NSE,14712,HGS,Hinduja Global Solutions
NSE,2303,HAL,Hindustan Aeronautics
NSE,1372,HINDCOMPOS,Hindustan Composites
NSE,1375,HCC,Hindustan Construction Company
NSE,17939,HINDCOPPER,Hindustan Copper
NSE,12173,HNDFDS,Hindustan Foods
NSE,19215,HMVL,Hindustan Media Ventures
NSE,21676,HINDMOTORS,Hindustan Motors
NSE,1403,HINDOILEXP,Hindustan Oil Exploration
NSE,1406,HINDPETRO,Hindustan Petroleum
NSE,1394,HINDUNILVR,Hindustan Unilever
NSE,1424,HINDZINC,Hindustan Zinc
NSE,15883,HINDWAREAP,Hindware Home Innovation
NSE,19322,HISARMETAL,Hisar Metal Industries
NSE,18457,POWERINDIA,Hitachi Energy India
NSE,15165,HITECHCORP,Hitech Corporation
NSE,2289,HLEGLAS,HLE Glascoat
NSE,17053,HMAAGRO,HMA Agro Industries
NSE,19698,HMT,HMT
NSE,2056,HOMEFIRST,Home First Finance Company
NSE,13526,HOMESFY,Homesfy Realty
NSE,3138,HONDAPOWER,Honda India Power Products
NSE,3417,HONAUT,Honeywell Automation
NSE,1448,HLVLTD,Hotel Leela Venture
NSE,17920,HDIL,Housing Development and Infra
NSE,13595,HOVS,HOV Services
NSE,7376,HPAL,HP Adhesives
NSE,18679,HPL,HPL Electric & Power
NSE,11979,HTMEDIA,HT Media
NSE,14207,HUBTOWN,Hubtown
NSE,20825,HUDCO,HUDCO
NSE,2562,HUHTAMAKI,Huhtamaki PPL
NSE,12814,HYBRIDFIN,Hybrid Financial Services
NSE,1455,HIL,Hyderabad Industries
NSE,9610,ICDSLTD,ICDS
NSE,489,ICEMAKE,Ice Make Refrigeration
NSE,4963,ICICIBANK,ICICI Bank
NSE,21770,ICICIGI,ICICI Lombard General Insurance
NSE,18652,ICICIPRULI,ICICI Prudential Life Insurance
NSE,2489,ISEC,ICICI Securities
NSE,14523,ICRA,ICRA
NSE,1476,IDBI,IDBI Bank
NSE,25640,LICMFGOLD,IDBI Gold ETF
NSE,17140,IDEAFORGE,Ideaforge Technology
NSE,11957,IDFC,IDFC
NSE,11184,IDFCFIRSTB,IDFC First Bank
NSE,1482,IFBAGRO,IFB Agro Industries
NSE,1485,IFBIND,IFB Industries
NSE,1491,IFCI,IFCI
NSE,436,IFGLEXPOR,IFGL Refractories
NSE,14086,IGPL,IG Petrochemicals
NSE,634,IGARASHI,Igarashi Motors India
NSE,11809,IIFL,IIFL Finance
NSE,13072,IIFLSEC,IIFL Securities
NSE,16822,IKIO,IKIO Lighting
NSE,9380,IL&FSENGG,IL&FS Engg & Const Company
NSE,8942,IVC,IL&FS Investment Managers
NSE,9381,IL&FSTRANS,IL&FS Transportation Networks
NSE,7672,IMAGICAA,Imagicaaworld Entertainment
NSE,11620,INDLMETER,IMP POWERS LTD
NSE,11684,IMPEXFERRO,Impex Ferro Tech
NSE,17507,INCREDIBLE,Incredible Industries
NSE,11605,INDSWFTLTD,Ind Swift
NSE,4870,INDSWFTLAB,Ind Swift Laboratories
NSE,16933,INDBANK,Indbank Merchant Banking
NSE,1515,INDIACEM,India Cements
NSE,1521,INDIAGLYCO,India Glycols
NSE,12009,IMPAL,India Motor Parts & Accessories
NSE,4747,INDNIPPON,India Nippon Electricals
NSE,4934,IPL,INDIA PESTICIDES LIMITED
NSE,19299,ITDC,India Tourism Development Corporation
NSE,13307,IEL,Indiabulls Enterprises
NSE,30125,IBULHSGFIN,Indiabulls Housing Finance
NSE,14450,IBREALEST,Indiabulls Real Estate
NSE,10726,INDIAMART,IndiaMART InterMesh
NSE,14309,INDIANB,Indian Bank
NSE,4422,INDIANCARD,Indian Card Clothing Company
NSE,220,IEX,Indian Energy Exchange
NSE,1512,INDHOTEL,Indian Hotels Company
NSE,1530,INDIANHUME,Indian Hume Pipe
NSE,19235,IMFA,Indian Metals & Ferro Alloys
NSE,1624,IOC,Indian Oil Corporation
NSE,9348,IOB,Indian Overseas Bank
NSE,2029,IRFC,Indian Railway Finance Corp
NSE,21957,INDTERRAIN,Indian Terrain Fashions
NSE,2048,INDIGOPNTS,Indigo Paints
NSE,9116,INDOAMIN,Indo Amines
NSE,8614,INDOBORAX,Indo Borax & Chemicals
NSE,11987,ICIL,Indo Count Industries
NSE,7876,NIPPOBATRY,Indo National Limited
NSE,10993,INDORAMA,Indo Rama Synthetics India
NSE,13278,INDOTECH,Indo Tech Transformers
NSE,25612,INDOTHAI,Indo Thai Securities
NSE,11677,INDOCO,Indoco Remedies
NSE,3098,INDOSTAR,IndoStar Capital Finance
NSE,14956,INDOWIND,Indowind Energy
NSE,11262,IGL,Indraprastha Gas
NSE,8852,INDRAMEDCO,Indraprastha Medical Corporation
NSE,29135,INDUSTOWER,Indus Towers
NSE,5258,INDUSINDBK,Indusind Bank
NSE,19529,IITL,Industrial Investment Trust
NSE,16249,INFIBEAM,Infibeam Avenues
NSE,15036,INFINIUM,Infinium Pharmachem
NSE,13751,NAUKRI,Info Edge
NSE,11027,INFOBEAN,InfoBeans Technologies
NSE,16588,INFOLLION,Infollion Research Services
NSE,13693,INFOMEDIA,Infomedia Press
NSE,1594,INFY,Infosys
NSE,1597,INGERRAND,Ingersoll Rand India
NSE,666,INNOVANA,Innovana Thinklabs
NSE,21862,INNOVATIVE,Innovative Tyres and Tubes
NSE,12188,INOXGREEN,Inox Green Energy Services
NSE,7852,INOXWIND,Inox Wind
NSE,3776,IWEL,INOX WIND ENERGY LIMITED
NSE,14657,INSECTICID,Insecticides India
NSE,13734,INSPIRISYS,Inspirisys Solutions
NSE,30327,ESSENTIA,INTEGRA ESSENTIA LIMITED
NSE,11903,IPSL,Integrated Personnel Services
NSE,5926,INTELLECT,Intellect Design Arena
NSE,20071,INTENTECH,Intense Technologies
NSE,11195,INDIGO,Interglobe Aviation
NSE,5606,INTLCONV,International Conveyors
NSE,18479,ISFT,Intrasoft Technologies
NSE,24870,INVENTURE,Inventure Growth and Securities
NSE,18292,IVZINGOLD,Invesco India Gold ETF
NSE,20413,IOLCP,IOL Chemicals and Pharmaceuticals
NSE,1630,IONEXCHANG,Ion Exchange
NSE,1633,IPCALAB,IPCA Laboratories
NSE,15313,IRB,IRB Infrastructure Developers
NSE,4986,IRCON,Ircon International
NSE,13611,IRCTC,IRCTC
NSE,6489,IRIS,IRIS Business Services
NSE,2275,IRISDOREME,Iris Clothings
NSE,3329,ISGEC,Isgec Heavy Engineering
NSE,10995,ISHAN,Ishan International
NSE,14932,ISMTLTD,ISMT
NSE,1660,ITC,ITC
NSE,5622,ITDCEM,ITD Cementation India
NSE,1675,ITI,ITI
NSE,8857,IVP,IVP
NSE,14178,IZMO,IZMO
NSE,1726,JBCHEPHARM,J B Chemicals and Pharmaceuticals
NSE,15266,JKIL,J Kumar Infraprojects
NSE,5633,J&KBANK,J&K Bank
NSE,13211,JAGRAN,Jagran Prakashan
NSE,4410,JAGSNPHARM,Jagsonpal Pharmaceuticals
NSE,14076,JAIBALAJI,Jai Balaji Industries
NSE,5143,JAICORPLTD,Jai Corp
NSE,25684,JISLDVREQS,Jain Irrigation DVR
NSE,10397,JISLJALEQS,Jain Irrigation Systems
NSE,6012,JAINAM,JAINAM FER ALLOYS (I) LTD
NSE,11460,JPASSOCIAT,Jaiprakash Associates
NSE,11763,JPPOWER,Jaiprakash Power Ventures
NSE,3949,JAKHARIA,Jakharia Fabric
NSE,20929,JALAN,JALAN TRANSOLU. INDIA LTD
NSE,20778,JAMNAAUTO,Jamna Auto Industries
NSE,13982,JASH,Jash Engineering
NSE,1708,JAYBARMARU,Jay Bharat Maruti
NSE,10889,KORE,Jay Jalaram Technologies
NSE,4041,JAYAGROGN,Jayant Agro Organics
NSE,2331,JAYNECOIND,Jayaswal Neco Industries
NSE,1720,JAYSREETEA,Jayshree Tea & Industries
NSE,11655,JBMA,JBM Auto
NSE,9038,JSLL,Jeena Sikho Lifecare
NSE,13420,JETAIRWAYS,Jet Airways
NSE,7213,JETFREIGHT,Jet Freight Logistics
NSE,18699,JETKNIT,Jet Knitwears
NSE,10885,JFLLIFE,JFL Life Sciences
NSE,13723,JHS,JHS Svendgaard Laboratories
NSE,13875,JINDRILL,Jindal Drilling & Industries
NSE,11743,JINDALPHOT,Jindal Photo
NSE,1756,JINDALPOLY,Jindal Poly Films
NSE,31507,JPOLYINVST,Jindal Poly Inv. & Fin.
NSE,3024,JINDALSAW,Jindal SAW
NSE,11236,JSL,Jindal Stainless
NSE,6733,JINDALSTEL,Jindal Steel
NSE,20642,JINDWORLD,Jindal Worldwide
NSE,19695,JITFINFRA,JITF Infralogistics
NSE,13270,JKCEMENT,JK Cement
NSE,13491,JKLAKSHMI,JK Lakshmi Cement
NSE,11860,JKPAPER,JK Paper
NSE,14435,JKTYRE,JK Tyre & Industries
NSE,13637,JMFINANCIL,JM Financial
NSE,16927,JOCIL,Jocil
NSE,4491,JCHAC,Johnson Controls Hitachi AC
NSE,17869,JSWENERGY,JSW Energy
NSE,11880,JSWHL,JSW Holdings
NSE,4671,JSWISPL,JSW Ispat Special Products
NSE,11723,JSWSTEEL,JSW Steel
NSE,3237,JTEKTINDIA,JTEKT India
NSE,7287,JTLIND,JTL Industries
NSE,18096,JUBLFOOD,Jubilant FoodWorks
NSE,21541,JUBLINDS,Jubilant Industries
NSE,2783,JUBLINGREA,Jubilant Ingrevia
NSE,3637,JUBLPHARMA,Jubilant Pharmova
NSE,7109,JMA,Jullundur Motor Agency
NSE,20224,JWL,Jupiter Wagons
NSE,29962,JUSTDIAL,Just Dial
NSE,15146,JYOTHYLAB,Jyothy Laboratories
NSE,5481,JYOTISTRUC,Jyoti Structures
NSE,1805,KABRAEXTRU,Kabra Extrusiontechnik
NSE,1808,KAJARIACER,Kajaria Ceramics
NSE,1811,KAKATCEM,Kakatiya Cement Sugar & Industries
NSE,1814,KPIL,Kalpataru Power Transmission
NSE,2955,KALYANKJIL,Kalyan Jewellers
NSE,19653,KALYANI,Kalyani Commercials
NSE,15160,KALYANIFRG,Kalyani Forge
NSE,21119,KICL,Kalyani Investment Company
NSE,18889,KSL,Kalyani Steels
NSE,9784,KAMATHOTEL,Kamat Hotels
NSE,13457,KAMDHENU,Kamdhenu
NSE,13814,KAMOPAINTS,Kamdhenu Ventures
NSE,25790,KANANIIND,Kanani Industries
NSE,11208,KANDARP,Kandarp Digi Smart BPO
NSE,1835,KANORICHEM,Kanoria Chemicals & Industries
NSE,1782,KANPRPLA,Kanpur Plastipack
NSE,1196,KANSAINER,Kansai Nerolac Paints
NSE,18967,KAPSTON,Kapston Services
NSE,24385,KARMAENG,Karma Energy
NSE,8054,KTKBANK,Karnataka Bank
NSE,1838,KARURVYSYA,Karur Vysya Bank
NSE,15140,KAUSHALYA,Kaushalya Infrastructure
NSE,14972,KSCL,Kaveri Seed Company
NSE,15248,KAVVERITEL,Kavveri Telecom Products
NSE,10276,KAYA,Kaya
NSE,12092,KAYNES,Kaynes Technology India
NSE,2360,KBCGLOBAL,KBC Global
NSE,10293,KCK,KCK Industries
NSE,1841,KCP,KCP
NSE,4809,KCPSUGIND,KCP Sugar and Industries
NSE,14908,KDDL,KDDL
NSE,13260,KEC,KEC International
NSE,1135,KEERTI,Keerti Knowledge and Skills
NSE,13310,KEI,KEI Industries
NSE,13430,KELLTONTEC,Kellton Tech Solutions
NSE,11841,KENNAMET,Kennametal India
NSE,13125,KERNEX,Kernex Microsystems
NSE,1859,KESORAMIND,Kesoram Industries
NSE,13381,KKCL,Kewal Kiran Clothing
NSE,4157,KEYFINSERV,Keynote Financial Services
NSE,12219,RUSTOMJEE,Keystone Realtors
NSE,13359,KFINTECH,KFin Technologies
NSE,425,KHADIM,Khadim India
NSE,896,KHAICHEM,Khaitan Chemicals and Fertilizers
NSE,3912,KHAITANLTD,Khaitan India
NSE,9645,KHANDSE,Khandwala Securities
NSE,9570,KHFM,KHFM Hospitality
NSE,19941,KILITCH,Kilitch Drugs India
NSE,18944,KINGFA,Kingfa Science & Technology
NSE,16639,KIRIINDUS,Kiri Industries
NSE,18581,KIRLOSBROS,Kirloskar Brothers
NSE,18224,KECL,Kirloskar Electric Co
NSE,14466,KIRLFER,Kirloskar Ferrous Industries
NSE,19025,KIRLOSIND,Kirloskar Industries
NSE,20936,KIRLOSENG,Kirloskar Oil Engines
NSE,15180,KIRLPNU,Kirloskar Pneumatic Company
NSE,28899,KITEX,Kitex Garments
NSE,17781,KKVAPOW,KKV Agro Powers
NSE,14667,KMSUGAR,KM Sugar Mills
NSE,8602,KNAGRI,KN AGRI RESOURCES LIMITED
NSE,15283,KNRCON,KNR Constructions
NSE,7675,KOHINOOR,Kohinoor Foods
NSE,16827,KOKUYOCMLN,Kokuyo Camlin
NSE,15124,KOLTEPATIL,Kolte Patil Developers
NSE,1919,KOPRAN,Kopran
NSE,16758,KDL,Kore Digital
NSE,1922,KOTAKBANK,Kotak Mahindra Bank
NSE,4594,KOTHARIPET,Kothari Petrochemicals
NSE,5528,KOTHARIPRO,Kothari Products
NSE,11647,KOTARISUG,Kothari Sugars & Chemicals
NSE,6441,KOTYARK,Kotyark Industries
NSE,5192,KOVAI,Kovai Medical Center Hospital
NSE,5108,KPIGREEN,KPI Green Energy
NSE,9683,KPITTECH,KPIT Technologies
NSE,14912,KPRMILL,KPR Mill
NSE,10577,KRBL,KRBL
NSE,7885,KREBSBIO,Krebs Biochemicals & Industries
NSE,11488,KRIDHANINF,Kridhan Infra
NSE,12847,KRISHANA,Krishana Phoschem
NSE,16133,KRISHCA,Krishca Strapping Solutions
NSE,8671,KRISHIVAL,KRISHIVAL FOODS LIMITED
NSE,8782,KRISHNADEF,Krishna Defence and Allied Industries
NSE,4847,KIMS,Krishna Institute of Medical Sciences
NSE,6417,KRITI,Kriti Industries India
NSE,11440,KRITINUT,Kriti Nutrients
NSE,9296,KRITIKA,Kritika Wires
NSE,5359,KRSNAA,Krsnaa Diagnostics
NSE,1949,KSB,KSB
NSE,10412,KSHITIJPOL,Kshitij Polyline
NSE,11060,KSOLVES,Ksolves India
NSE,13870,KUANTUM,Kuantum Papers
NSE,19126,KIOCL,Kudremukh Iron Ore Company
NSE,24948,L&TFH,L&T Finance Holdings
NSE,18564,LTTS,L&T Technology Services
NSE,14423,LAOPALA,La Opala RG
NSE,5867,LAGNAM,LAGNAM SPINTEX LIMITED
